Brand,Title,Selling_Price,Price,Discount,image_indices
Superdry,Men Round Neck T-shirt,2399,2999,20%,"['1sT8633SYL285eQn1MCxDxm906pqp9UOn', '1DUQRlyIxRA50-tc0_dSGOA_8CppHJuvX', '1Jombwc5hh5DPwNfEGL88rZUmVrGNlq4e', '10QSZIcUbm7_aD2_foEBo6839MoLGTG4i', '1964Z4AVwvI0sSLZOjGtHidPCm83oQOVU']"
WROGN,x Minions Slim Fit Tshirt,749,999,25%,"['1qUME1eWHahWRui40QYQWV-WezqTBoNeB', '1vXultWVc-Tp9iRGz27w1WTvC5LrvanUE', '1Im61BPn38ZTsNsAqZopw3Y1chQVpLrJi', '1G1SfMxnmAYL8hCoaUfBx_EevUxQ8in3g', '1L0qnbFRJI2NJls-dWZxe2vCZd9gSQO-r', '1BzOP2Zze9povFVlCkGt8E5yiZahFdFIT']"
Nike,Striped Polo Collar T-shirt,1756,2195,20%,"['1T6bbm97-oJNH_skbfrqiE_YC1vDZnZCf', '1ze9fz4MKpnFK18eNqI2506pmcS39Uxj1', '1dr7U9HQHljBh9ENaXuLkh3yMEc1yxam1', '1IWM2cX6OmkEvVhAq2VehLJHjLq3UjVwJ', '1Ae_edwlg47oJL6yHBn2rHPPZfWSGp6au', '1qBbkBwRV_aUSPsVntDHi41NVRK68v7M5', '1HA1AJFAEp0LtmgKBG1pgj7EAXrgIstjL']"
H&M,Long T-shirt,699,699,0%,"['14eQa3G6GP6CtOkmGShQHlyLsuLojlEDi', '1IM-OJZgeVQZ9_QRea4M0xMAAeuQ-yAa2', '1UCfLalO_CQXCQ-jMQes2nm82MyyT2Rj6', '1nPix_8Tdx9mgLgVlngqEIiJkv_Wkxkmh', '1rN-dP6bD3DDxyizsnoOh3thl-G0Yd3mu', '1rdW80out5Ow3ao5Fu24vKKkUszWQMp4u', '1Z5BTysXu2_kSQog_uByQOrytApIq2hmZ']"
Puma,AMPLIFIED Regular Fit T-shirt,1039,1299,20%,"['18wq8YjbjxT4BjKSRGLoS_VJh_WQ5iImh', '1MT2VzwnaqKxubvbYON5adQgmfv9mBrCR', '1DHtoX1p0T_7zyutXbxl22_QgC5kK-805', '1cHTZtEXlY9Aekm9eVgcItCNqvPFyHn_A']"
United Colors of Benetton,Printed Polo Collar T-shirt,1043,1799,42%,"['1KEv-ThcIOQ18m89mU_WUKdNVAvQpFPjS', '1T6bbm97-oJNH_skbfrqiE_YC1vDZnZCf', '136jQXwrdrb5ocFd7IFXuz7HcV1pStTFs', '1jQILRM19pEnzwI_bsxOH_ZoOWRcXEScB', '1TOJp_GBEwG1Dy00ssdUgNTb95NGdSQ86', '1Jje2TMAj-Uz76XexOyYkMiiSDFTvaqlc', '1MQd1IX21NwGbD0Hyuu5hl4NrmJJ4FkBp']"
Mast & Harbour,Solid V-Neck T-shirt,274,499,45%,"['1lTv6Vi5EkS5R6s0QxFoHWEYwalIWnS5Y', '1amDtEEiwyaxbxnrsZWW1QPHNFz8IQVS7', '15dTFssciTByO6DyJI_rszUBsGFf5dGCE', '1VFtDzcwf7zBAbka3M230dwF6Y_JAvzin', '1hB3_NFf9g8f1na9HRS1PZhliUTknhSpS', '1EjX8eSpH407ynHmI_S2yel-z9T2GMODo', '1tdhhBvplp5RPJJjvHnkjvQZysCFo1V_g']"
Conditions Apply,Printed Round Neck T-shirt,329,1099,70%,"['1r5WFRW-S4ClZD9LRrWKiLwdmdOBl65NZ', '1EJPLcrZi1sEX2VoLnKkEmLsJHTYxOR36', '19LM7GJpuAy1gUAlrYSPtwsNM-H_0I3Vk', '1R4ENxYNS8AV-BEqawyb4esjXqM6EK-Ad']"
Roadster,Colourblocked Polo Collar T-shirt,1199,1199,0%,"['1BFo9CiU5xcMa9zULnLLpeP3C28TWcgNw', '12MNn_FZLdpU6OB1NF-sOpPJb7mHj0hHY', '1k20qN0LxHAaQuCW28eGkBMh7hC7ov_D1', '1N9QKUm-foYv0dWYI5MRJFXnMQkC_nQ8U', '1GZUnRrSE5M80utMGmLDsfhntlSlPpX2t', '1VBAOCaVkGlFUNTZXsXYgAFXeAfCqW0I-', '19LM7GJpuAy1gUAlrYSPtwsNM-H_0I3Vk']"
GANT,Striped Polo Collar T-shirt,5599,7999,30%,"['1IWM2cX6OmkEvVhAq2VehLJHjLq3UjVwJ', '1ybaxYriUaoVuOAMhW96SChbgzP9iobuq', '1FpMCpwCMddelBfl96I69NJ9cw5Z9V3JG', '1wlvAdiYM2hYhFYcULCnDCw5kxLXnkgdq']"
U.S. Polo Assn.,Striped Polo Collar T-shirt,1559,2399,35%,"['1YvidhSG3ahSIBkcRwNxe-KjsW-Op7y02', '1W9dm9JNrHLhGdQDt-0Xazi2aldcc-435', '1Ck2sxxIqfKfU5v5iAGfVVO0iLWeZYwdi', '1x10XpnVvRmcE3b35qRIXQb0d5twbnQvy', '1FpMCpwCMddelBfl96I69NJ9cw5Z9V3JG', '1JQxvb4KsyV9e_cI-dSUfjXYoqpuGHbd7', '110J6jSv1VOiMnssXhJOCps6tG8nr1nOP']"
Jack & Jones,Printed Slim Fit T-shirt,824,1499,45%,"['1-u-d49O87DUohvJ_PEZD3TpabvZeAhsF', '1VCJdZyg8Qcmi5VykM_JjwJxq28_T3xbN', '1BAzE5KZD7UwR0LjmEVPWbtofY-iRFJCl', '1IWM2cX6OmkEvVhAq2VehLJHjLq3UjVwJ', '1vLHPMnwfDidye74_FsaAOGR384lZ6VNe', '1UhDbV7BlumrLFihaNloF3jNUKwT56LRy']"
Ed Hardy,Solid V-Neck T-shirt,499,999,50%,"['1By5tSziUfkGBr6GzHjmmabnUtwQ10fB-', '1UhDbV7BlumrLFihaNloF3jNUKwT56LRy', '1UFbcPSK6euPEtL56thS5Wzf_9mdqe-PT', '1v6Co6DezKB0pq-DnJcdJ1pRHqdF-MtL9', '17thaxAlUHrRBQFWfBZCFif8SFZhvhG_3', '1Qoe0Is_tgH7lOaNTIpPfhxXdN9e_E0z8', '1jQILRM19pEnzwI_bsxOH_ZoOWRcXEScB']"
WROGN,Colourblocked Slim Fit T-shirt,699,999,30%,"['1PY23ShSEf_Pj-varFZ11QKLmCcDD7EXo', '15dTFssciTByO6DyJI_rszUBsGFf5dGCE', '195-bWfNrkB6ux7HHY1yRBI6RqIBy_EDY', '1wlMswku-vo0WVkaogA4TueSbopmFHuKX']"
Mast & Harbour,Striped Round Neck T-shirt,439,799,45%,"['1RstbZPcjFpMzy1prnJ8nuF6XHealSwO-', '1EMCO75Ls2mRDl73QAOSxvyjvxLq7Qii1', '1Wio8Plm19FdICMcdBlLgTtqDIPM0Nvaz', '1LJz8zyiGy87bGud0htEOU6o9pQeoxzXw', '1J5mW793QmMdpCe-jgRQo6B3YP0otrs_U']"
FUGAZEE,Men Solid Scoop Neck T-shirt,599,1199,50%,"['1-MEHMZw7myTYuGviyyQj4sgv0_hcv2R9', '1cjGZIm6rfyIDBoUWBPbouzvoB4N6i-Sq', '1JQxvb4KsyV9e_cI-dSUfjXYoqpuGHbd7', '1TjWJSgpE7PMsvsIrgyp4PKyWHCifQRU8']"
Levis,Striped Polo Collar T-shirt,1649,2199,25%,"['1vtWYUnZrFME0hK4Ke7EQxgJbb9pKUxw_', '1iPfeAFcaqNBoRX6s3FAPwKl8-_E8gPCW', '1KPX5czNmOtUCnguFPcVJi3wgwQSdqHJd', '1DcQv80Lv75PTCbBjx1Ly5qAJpM9Fvl9t', '1rtFRlGxwD08vZd2k1CbIdNE6ucgMAHcy', '1Qoe0Is_tgH7lOaNTIpPfhxXdN9e_E0z8', '15W8ajsD6SQjMpldHAdfXtdgJfZy8qqu0', '1b4IaWB7eJ-HU6dP09d3EELj6IQ4X7sUt']"
John Players,Slim Fit  Polo Collar T-shirt,549,1099,50%,"['1Xa32QT6FRlRbNCCWwSN9GOTqdLJ4857Q', '1DDZuLHrWm0G1C52m4DbRB8x2qLAiDBqC', '1hcQU3f4lKcADID6nTVdWpW_mgGrthUbl', '1LRgDbcxtlxXIp_IsDCgyz0YGqrgFN4Wq', '1cc5gaMBpK1zI4g3tVkOCKSe8Ny03-zaK', '1bXStTCkJNnFjmjPLC1I4428z9GRzEUk3', '1iHw4OYCmD6hSJjpSu74xQXAefzoSLc9K', '1YuFTfU4gbkUvfTVwFLBgdUcjx6-bjAp9']"
Superdry,Solid Polo Collar T-shirt,3199,3999,20%,"['1dr7U9HQHljBh9ENaXuLkh3yMEc1yxam1', '1c3EpIDelg8bJhmy4_scyZA7Zv_tMa7p8', '1thi6qZlHouvGgDo8JypdA2UC4pbaGb5h', '1E6Hpevh92q1UE2-yPyX9lRl_7AlKxwZk']"
H&M,Solid Slub Jersey T-shirt,799,799,0%,"['1-4ir79-86YSZPoQK3ATz_iEGZ8OOM6li', '1HMXN7VVLw6U3Z49rFj0YcpCBt4K-FuWU', '1fKYEUnf1V-L8KNGRuWvngKasee3ysF1E', '1qOs_wggUYYGU4ze3bcxNtEDi7SzbR4Y4', '1qSHcPe6PTxkpOHoElZXZ7k79qxsiPLrx']"
Mast & Harbour,Printed Round Neck T-shirt,279,699,60%,"['1CI9bOf1UdU5SkFqehfu0Vre07c_MgvRZ', '1Qf4n2w1IS1CIlpG3AXjwc8xlZeKte5W0', '1KEv-ThcIOQ18m89mU_WUKdNVAvQpFPjS', '1W9dm9JNrHLhGdQDt-0Xazi2aldcc-435', '1mws4R2HMrYPrG-YiPgPIGnWb3vV269L_', '1L0qnbFRJI2NJls-dWZxe2vCZd9gSQO-r', '1mJ192M9S5lCK8kw3I8B20uVbdcIBXpcc', '1wlMswku-vo0WVkaogA4TueSbopmFHuKX']"
U.S. Polo Assn.,Men Striped T-shirt,974,1499,35%,"['10QSZIcUbm7_aD2_foEBo6839MoLGTG4i', '1zwaYClOAQluSdwUV0p7T4AXp-2-HH_VF', '1G40Ony2HTmLoOjMKVcOZkPSDFBPwBoJy', '1rg23vufvSez5qOpqH2jVedF1EdrUZgs9', '1UJnBIGquOzGG4FsqdfdbpcLCEPLfoRFu']"
Aeropostale,Printed Round Neck T-shirt,719,1199,40%,"['1MFTUORixz1yi8dmi0IcRVJpnAeq1KnV-', '1lubDABZiToO7lbJnsGiZBr01GJWCzqGx', '11RMLeBpELH5m227d7mqhv6YcyG1D419v', '1PC-cpAJYzfNFDGASNv6urae-vnDQL2si', '1oPyUhuEl4-uInCoyqns-OSQ4SITD1oTF', '1kLljXduOlSj2FT9bLKZkK7kYfFiflyJD', '1H1ACRjEIgBi-rHaVqHuS8QuZGaNWRCHT', '1DfPbJ_ARqfRJIyYt3VoXbsGT4XC1FZKF']"
Nike,Dry-Fit CLASSIC SS T-shirt,1440,1695,15%,"['1qUME1eWHahWRui40QYQWV-WezqTBoNeB', '1rttWfpDhi6UD92SLdPGAreRqsYk6yOJu', '1MMggOSySCD0fDf7VIbqkeq4Ch2Qaj-JZ', '18F3qZq_zY3dyOTmkNEyJkaDAMZCQKxz9', '1O4AzDb1tti_QZWixr7UQEt44sMRmqYo_', '1A158H2A9pw_UR7pu1bGwlr8PEcy30-th']"
Mast & Harbour,Striped Round Neck T-shirt,439,799,45%,"['18FaywfJZYD4p39ddWh58OgCM4nYCzma9', '1TE3TrCZUZW-Y7VYXK0dOKtq66soDDLn1', '1MQd1IX21NwGbD0Hyuu5hl4NrmJJ4FkBp', '18Z-IYZbfyVRQt0TPu2QRXbcwmx0ySiTv', '1cv-bwqN1fiUKvtd5dN_rxYOCsD9bPy6e', '1vLdCmbcXQnWVOyHhN1vqayPCoMq5VJTJ', '1gVghTKy0Hxc1q9DbSJ30r_fi7GRjYwz5']"
ADIDAS,Must Haves Photo Athletics,824,1499,45%,"['1_lC_TeIt9cYcXHI5epmDaoMaPJVXbUsr', '1tm-Y45isy1oMgFtGOgcsTQxEAHjTxtrj', '1vCwxpG8vLwOsUanPFE6p08t4ZRNorCE3', '1DcQv80Lv75PTCbBjx1Ly5qAJpM9Fvl9t']"
VEIRDO,Striped Round Neck T-shirt,499,700 OFF),Rs. 700 OFF)%,"['1pMUROCRoPlfpnbZeMWl-IK4tvIH_9c_K', '1bOGD2CRaDM-xP5qBAJI_1yQy9bxTbBX1', '1wlvAdiYM2hYhFYcULCnDCw5kxLXnkgdq', '13tYZxeNAIltIpxe4HL1QobKmCwogUx2T', '1DAys7W33oanZlFZ9y5U0rpJuKRIDZeh1', '1-MEHMZw7myTYuGviyyQj4sgv0_hcv2R9', '1s6xYTYgm7-qVTtaZ93IFQLU6V1zcRIL7', '1Ogge6S89ccf69dbeYi1j4ZIOsLYbCj4L']"
Jack & Jones,Solid Polo Collar T-shirt,714,1299,45%,"['19DXktJ2O8DYmScb-v2QGMj4HpAZ6gO18', '1mws4R2HMrYPrG-YiPgPIGnWb3vV269L_', '11rSUOtjn4wORo31S3iAyxpHq4mvJX-Tp', '1N9QKUm-foYv0dWYI5MRJFXnMQkC_nQ8U']"
GANT,Solid Polo Collar T-shirt,4549,6499,30%,"['1jTViwWS2G8d4WDknvMmUu43BCE45jsAA', '1GJUuqUE-bA7cxZMISaj_2_-MT3FPAShE', '1BX295OQb_9hyaVW8wGE_3Dzp8WSMBamL', '1MSx09Oy43OfiH7UvxDIFfxCvRtEw0xOg', '1qzOPWHsagfKt9Cpp8KjJErmNuf3CqkPi']"
Nike,Standard DRY-Fit DFCT T-shirt,1440,1695,15%,"['1klerDRv3LINy_61atJeMGTryYlFu9c5x', '1k20qN0LxHAaQuCW28eGkBMh7hC7ov_D1', '1By5tSziUfkGBr6GzHjmmabnUtwQ10fB-', '1iKnHjma6ZGIWhiPefwpRIBMM3eBpMO7i', '18gGVULl--frIjP3Z_eoe-6MQxOeR2-Ek', '1vXultWVc-Tp9iRGz27w1WTvC5LrvanUE', '1igBoIRXs1lCKQrhf8Y0eU81zJh9ZIDsw', '1OH9dP-Z0oWaRRN6oz5lGzUDrubYd6BCe']"
Roadster,Printed Round Neck T-shirt,399,799,50%,"['1Tf7PM8M1z_zIF7ypD7OnNbKc6DtE-Sn4', '1jIT-5Zi_H0RdNnorV8rVormNZwKYd31j', '1lnzZGSK1v7fTC_6kEd28_Jp-Lx3P9rH1', '1SkiV19VTR2gdhhvGgvOuYvMcXGlMxBvr']"
HERE&NOW,Colourblocked Henley Neck T-shirt,339,849,60%,"['1_54pMF3DAIkZT61TUwV4KaDuNFRFxpVI', '1vLHPMnwfDidye74_FsaAOGR384lZ6VNe', '1HtpCfRPNgKnaZLP4r49tQ6DeJHur3rgk', '1rDGiaewySpborjwrc1WbZdXN-yjjsg7t', '1PY32YHe-iBADjDzSg0eJKGw9_XZ8NzrW', '1thi6qZlHouvGgDo8JypdA2UC4pbaGb5h']"
HIGHLANDER,Checked Polo Collar T-shirt,472,1099,57%,"['195-bWfNrkB6ux7HHY1yRBI6RqIBy_EDY', '1Z2kCfbjz52XJLMAwlvgY-ey51XE25EPY', '13SQ8V0GI5-c_mZxm4Ktq5t7wdZW0YcnI', '122USp5LQQCT0zn8AERStSuFJMKbSAdxA', '1WYAMzUHGHOQTZADmh5CF2LgxsFx7ddR6', '1UCyfcgmG1bE05wkgPENgc7xrefbh5ZDP', '13V6_xfqCszoHeliaXbjmsVRSjqzD1-na']"
Allen Solly,Striped Polo Collar T-shirt,899,899,0%,"['1tXZCIhoE0JK2ycU76rFHiirmsP0pRMSS', '1XDJFj8tzoK0S8lIjBrPqRcUPKn96tggp', '136jQXwrdrb5ocFd7IFXuz7HcV1pStTFs', '1e3qqs5qpLlosm6BPccYVA03LTWYzEEWp', '1ouOse1JnD34-a3IePM2mhI8FFtU5Shln', '1TmCt2Hkh6Z-tV_iZRgIZkAfujfRDwev4', '1KQpbdBDmaNRDdpOSMfbqLv9NN3jgod8Z', '1L7pydrNEMJyTsb1dhOW3RYQsMAuEjnmY']"
HRX by Hrithik Roshan,Printed Round Neck T-shirt,489,699,30%,"['1ZzAokVfgIFfoY4_bpS2QIjqIUHNAHFik', '1NixuimXup5E_uDla2h8gq66vBAtyjWH0', '1HdyxCtIUJbfGGGWe0KJTDWFiCSAuf3Nn', '17wYIRUUrIdeThddJK6xNoti9DGtmzoLF', '1iPfeAFcaqNBoRX6s3FAPwKl8-_E8gPCW', '1rtFRlGxwD08vZd2k1CbIdNE6ucgMAHcy', '1M7PtxlOan9mFod1a2l4iuJSy054kzn8A']"
HERE&NOW,Printed Round Neck T-shirt,299,749,60%,"['17U-ezWX58t9LIS_XoLTe2tj3Q5hLr8dN', '1yKq4MnAONeAINMUmoubXjEI05vjH_IGW', '1tm-Y45isy1oMgFtGOgcsTQxEAHjTxtrj', '1s81uI78gRSDPaJlGlJJO5MM_Nxn5WVv1', '1N9QKUm-foYv0dWYI5MRJFXnMQkC_nQ8U']"
HIGHLANDER,Printed Slim Fit T-shirt,290,549,47%,"['1D7QQxiOXIaSR-FBjYLWj9t9CJ2ORhN-M', '1pEc-G8hKqdJmOVe1rAuCkhslnMASpbH6', '1UFbcPSK6euPEtL56thS5Wzf_9mdqe-PT', '1Bam42-SL5ybu4eSJrmjEwaRMqJpKD6-b', '17tHQ1MIzvcJRp3M9pvNnZLKiNKeUGR8r', '1Z2kCfbjz52XJLMAwlvgY-ey51XE25EPY']"
H&M,Round-Neck T-shirt Regular Fit,399,399,0%,"['1pEc-G8hKqdJmOVe1rAuCkhslnMASpbH6', '11RsYL-0lqbaVrGzfBJgnVrvfQUwwU7xN', '1NKMyrlUl-0OUfWVXDJdKf9IwDXNcqiuU', '1WmmCYZaymlgjVyQ-xHy0qAHlUPiFgaBT', '1Wi4FnRk2Pc3w3Fh3Y-TP9NmTZbToWtWf']"
GANT,Striped Polo Collar T-shirt,2999,5999,50%,"['1OTbqgJzaHOE1PiCM_RNH1dBhSQ41VKQY', '1e3qqs5qpLlosm6BPccYVA03LTWYzEEWp', '1tpLy3Xl9B682k-vSplgSEAQb98blGeU1', '1F7qnBsTgfLoFoyiYGGUPzwMv1nQpC_20', '1E5KWxLiMQ3GG3dV5tL3rTORWhVlwS_08', '1wlMswku-vo0WVkaogA4TueSbopmFHuKX', '1E9G6B-aTKYHig-f-eIoxVz5rA1gWeZ3t']"
Louis Philippe Ath.Work,Slim Fit Polo Collar T-shirt,1614,1899,15%,"['1Jombwc5hh5DPwNfEGL88rZUmVrGNlq4e', '1UzpS7X39Yc_ujz57URtrDTRqBmUTj9XQ', '1H3pZzAvkTRdx9z2UmjBv6vSZ7IrNjg7_', '1XYHWq_anJNmrgUTMQgI8uV1W18JIxFIH']"
Roadster,Solid Round Neck T-shirt,399,399,0%,"['1ys3Rb6AspO9jZwfLqnnqtVVn1U8TVcOu', '1nzomkTXze2yL5RPw8vATFmOCN8daTAbW', '1XdP_WzbVCAVWb6g7OylOOLX8zqPDbfpy', '1AqTIJ-KMQrUPMxhwzUpeoew8TjTMrmU7', '1gof8IM3zdgv3aHPPvZ1Y3IUUdJ_oxjZZ', '1Q1I4WGIUNgw8QMEMbRfcoKQcFb22ALHL', '1_lC_TeIt9cYcXHI5epmDaoMaPJVXbUsr']"
ELEGANCE,Solid Hood T-shirt,383,1599,76%,"['1MSx09Oy43OfiH7UvxDIFfxCvRtEw0xOg', '1ULccwi6HIsr8bwnWTVW6WKFBi0q5YHO2', '11jIza0LhXtujI6iCsHqZ831MsiZ8sxD4', '1XvQgbLOpOUaqARH_mUj1qEmXlPFett9J', '1LRgDbcxtlxXIp_IsDCgyz0YGqrgFN4Wq', '1RryHa0f7UFcYQJX8qTUEc_6cQC3XOCVZ', '1HdyxCtIUJbfGGGWe0KJTDWFiCSAuf3Nn', '1pzWJRU00jD85BGuXryyOiVHPEeZv-mYc']"
French Connection,Solid Polo Collar T-shirt,934,1699,45%,"['1h1WtPbCt5h7z6uOPk_7b9F1ftwojyfLw', '1R4ENxYNS8AV-BEqawyb4esjXqM6EK-Ad', '1VBAOCaVkGlFUNTZXsXYgAFXeAfCqW0I-', '1mJZ02s-Tx8bgFFcuEbkenZe4hg-5d72n', '1Km2X-G56rUPHZmnw2zvEAqR_j_oEsly_', '1-kzG_LlwYxnAKvI9cHmfVNwy_czrHX1F', '1TE3TrCZUZW-Y7VYXK0dOKtq66soDDLn1', '1fKYEUnf1V-L8KNGRuWvngKasee3ysF1E']"
Sztori,Striped Henley Neck T-shirt,779,1199,35%,"['15IHjP7GQF3ciN7b3KjIvEYHnQ4C4uJjT', '1OTbqgJzaHOE1PiCM_RNH1dBhSQ41VKQY', '1tuD83Ei77YOsVLM6ipeH99_b_25ZZG1h', '1JBWinTwuQ-bD-XoYeQ0OU6liEIvOOlZP', '1StX142BXDRONwOeqGn7Ft29Z0y1W2kfx']"
United Colors of Benetton,Solid Round Neck T-shirt,979,1399,30%,"['1hPn9odvxCRXklea7w6jRsALdVEpQv0oX', '170R07jYE1BwxPdIDswkwdoksszvFSQOG', '1YUJRbM7G9o6sFPFs10ZGgyRT3OcNRHwI', '1cc5gaMBpK1zI4g3tVkOCKSe8Ny03-zaK', '1lBnIw52XZKYCNNhI1jxNncNSlrYpHmp5', '11jIza0LhXtujI6iCsHqZ831MsiZ8sxD4', '1pKQuIsy1BZ_y2KnuSwuuoRivCgShN9VV']"
Puma,Printed Logo Split T-shirt,779,1299,40%,"['1CCdUIsLABqmpvPVw47fL3nxoRS2rrziL', '1PTvHHlhTzaRFupHvddMV74ncOTjVNs1x', '18gGVULl--frIjP3Z_eoe-6MQxOeR2-Ek', '1EO0Nbtg_H5-eQk3s_VPj2s97mwPe7BCD', '13Q9k__wLVXNKsnBGcrg8fGDy2yP3O97e', '1UAaS9w7S91uFfYF7H1hmPS7tzyKvGfK5', '11Zzj0QS-7iHTKp1moVPUzY9k89RvIgBa']"
Harvard,Striped Round Neck T-shirt,778,1298,40%,"['18F3qZq_zY3dyOTmkNEyJkaDAMZCQKxz9', '1bLGY4Kv-wDBpWhIkqRjT4W8OIxFlfWlP', '1UhDbV7BlumrLFihaNloF3jNUKwT56LRy', '19e3w1n3SrGq3hHKeG3PHHzuUSKSJgScj']"
Nautica,Men Solid Polo Collar T-shirt,1649,3299,50%,"['17tHQ1MIzvcJRp3M9pvNnZLKiNKeUGR8r', '11x2iaWztmqJ3qh4PIDdUY1thyrB3m4fN', '1AjMruQPcu8Qr7ztHGIUpT0EEEFSqWX_0', '1TE3TrCZUZW-Y7VYXK0dOKtq66soDDLn1', '170R07jYE1BwxPdIDswkwdoksszvFSQOG']"
HRX by Hrithik Roshan,Seamless RapidDry Yoga T-shirt,1043,1799,42%,"['1lw2P799U9cDzhmc20B0S_a85xLREPD4T', '1IdwSBDoiMlSqCeKTAhSEnyvlMXfQs8ql', '1YUJRbM7G9o6sFPFs10ZGgyRT3OcNRHwI', '1s7jOAQKbtPjCGB1r7J0YLf7gCAVxFTYn', '1BvAklHmvGXYAfz2ylK_Sq7Yv3N8y21Ng', '1ma6nvduFsW32ZQzJ4AxRjTluGQ7l1lLk']"
Levis,Solid Polo Collar T-shirt,1999,1999,0%,"['1weQ-Ki5EWCEOSKNyQ1_YvTVzdJ0Bbh15', '1AliAd5Sca9O10RGiND1gj4LDWABokV5D', '11x2iaWztmqJ3qh4PIDdUY1thyrB3m4fN', '1lef0AiRV3uIm5H_SfM9-1UUhNQqwlTl1', '1eGRMTCtD59EWgKoCX8-cAUzVDwxHc258', '16NrMgF0FKJUOOH4C_V1Ki-qLkb-EeI0l', '18qlevUlQzT1-PABzDuu72i-EbD-AMuM2']"
UNDER ARMOUR,Self-Striped Tech Polo T-shirt,2239,2799,20%,"['1UAaS9w7S91uFfYF7H1hmPS7tzyKvGfK5', '1qBbkBwRV_aUSPsVntDHi41NVRK68v7M5', '1cCDU47W1qN0kzEdF4YX0toPFMNXhjV-n', '1VABRFzRaxgyGhaut3-cgntVwR5el6uSI']"
Roadster,Striped Polo Collar T-shirt,1299,1299,0%,"['1yelfziJQcKVrj6AspUzQiU5-asCat9Xv', '1gu2iKkkgZf1RxNt_LRcyn87TJALNTaUa', '1XQrwxHDUtHs1ceA5ljdbz93lCQgDzNcb', '1xNHvcQgMMKgB5SGjhv9gmvyr7G_e3c7I', '1E9G6B-aTKYHig-f-eIoxVz5rA1gWeZ3t', '1X8gBKQOplVxjxXsN2eILHRZ3XTmhsvBu', '1cWhs6PKaWE2jn0lsMsCa8LTr2tIM44Wd']"
United Colors of Benetton,Men Printed Round Neck T-shirt,839,1199,30%,"['1hLM_NhFDiRxPndvuYl6zMawv7JqeOV_o', '1A6b3KiNzmTBDz0e3HMud0SBJ8z37Mp68', '1qOs_wggUYYGU4ze3bcxNtEDi7SzbR4Y4', '1_-Af3srIdAjWnO30Cg9iU64JohBqH9e2', '1tmuOUHqEY8WrUPI6zp7LyaI_ivkLw2pt', '1EMCO75Ls2mRDl73QAOSxvyjvxLq7Qii1', '1AfSCb0a2dlSROO5hfD2QInqQE8w6jW4_']"
H&M,Long T-shirt,699,699,0%,"['1rOO_jITvvlvm8un2BfTIJdeqBz-r5BtO', '1zUYZU6BeayUAbCjh1G0i3rIghlycDIwV', '1R4ENxYNS8AV-BEqawyb4esjXqM6EK-Ad', '1AjMruQPcu8Qr7ztHGIUpT0EEEFSqWX_0']"
HERE&NOW,Printed Round Neck T-shirt,319,799,60%,"['1n-qPRm7qfdLQDybQdgPTBQEOwFfDZC1s', '1ZQzNJcQt-J3-I4pz3JVOiGwaSWklaHA3', '1niKtnJPHvDdS6Yb7fpmEmzp9ATEGyaid', '1EO0Nbtg_H5-eQk3s_VPj2s97mwPe7BCD', '1rBvNEf5K9FhGTN8zljJLeds5qkAcok-4', '1_s8ikj1pHPi1PKcy_JL7a31yn4Z1ZOGC', '1vtWYUnZrFME0hK4Ke7EQxgJbb9pKUxw_']"
GANT,Solid Polo Collar T-shirt,3499,6999,50%,"['1PY23ShSEf_Pj-varFZ11QKLmCcDD7EXo', '1Ti6GISg_P9C1-hF8RjRFfRhfrdPbRQYY', '1tuD83Ei77YOsVLM6ipeH99_b_25ZZG1h', '1RDnvUNQVIHE1oNgy8rhgstudkgnhEbVJ', '1qJGLyO1euMgTDo4llgT8KiPFf_LHZuu1']"
HIGHLANDER,Striped Polo Collar T-shirt,472,1099,57%,"['1Qf4n2w1IS1CIlpG3AXjwc8xlZeKte5W0', '1W2tJAI8sNm3OM4GbJCrezKjyuyWZzSi4', '1ztYb4bO-istADcWn9f05J1yair80Kch7', '1e5IM_wQ0hS0UJNLYy7BDi-7g59OvzUnM', '1F0FeYbP6xnsOtDWXlgCDbMW5y752JTA1', '1w1q-gxkMlMyknTjUB7YQPgnAc9tmWiX5', '1CnB6FLtRB1ExwKDvqWI5qo84PYqTuw0E']"
Indian Terrain,Printed Polo Collar T-shirt,934,1699,45%,"['1DfPbJ_ARqfRJIyYt3VoXbsGT4XC1FZKF', '1osKfRL8FZq6b8d_yqXEq91YFxycZQOkm', '1DyeSHR75UVCW-LQpKgFw0U4cczqrxqwV', '1UCfLalO_CQXCQ-jMQes2nm82MyyT2Rj6', '1yZdflA5j40p5Gs3t6T-TMPUikcM3mHDP', '1WDok39O7g824_K9NrlJZuGbsQtEC263C']"
Okane,Solid Polo Collar T-shirt,384,549,30%,"['1ZXiv_nWiiDNuxSze_ArORmfDTBvF741j', '1PY32YHe-iBADjDzSg0eJKGw9_XZ8NzrW', '1MH6sLCriGWBekt-yoRU5G6U72KycF_Ss', '19V7Hp2cmF6wZN0BwKfJmZBsacvzXVKaG']"
